type	latitude	longitude	altitude (m)	name
T	-33.114699707	-71.614099879	247.9	
T	-33.114699707	-71.613476758	231.3	
T	-33.114699707	-71.612853636	229.4	
T	-33.114699707	-71.612230515	239.8	
T	-33.114699707	-71.611607394	261.1	
T	-33.114699707	-71.610984273	286.8	
T	-33.114699707	-71.610361152	311.5	
T	-33.114699707	-71.609738030	330.3	
T	-33.114699707	-71.609114909	339.5	
T	-33.114699707	-71.608491788	330.4	
T	-33.114699707	-71.607868667	304.8	
T	-33.114699707	-71.607245546	272.4	
T	-33.114699707	-71.606622424	238.1	
T	-33.114699707	-71.605999303	200.9	
T	-33.114699707	-71.605376182	163.1	
T	-33.114699707	-71.604753061	151.7	
T	-33.114699707	-71.604129939	181.3	
T	-33.114699707	-71.603506818	216.3	
T	-33.114699707	-71.602883697	249.2	
T	-33.114699707	-71.602260576	275.1	
T	-33.114699707	-71.601637454	291.2	
T	-33.114699707	-71.601014333	301.2	
T	-33.114699707	-71.600391212	307.2	
T	-33.114699707	-71.599768091	309.0	
T	-33.114699707	-71.599144970	306.7	
T	-33.114699707	-71.598521848	303.1	
T	-33.114699707	-71.597898727	303.6	
T	-33.114699707	-71.597275606	304.3	
T	-33.114699707	-71.596652485	302.4	
T	-33.114699707	-71.596029364	301.9	
T	-33.114699707	-71.595406242	304.9	
T	-33.114699707	-71.594783121	308.6	
T	-33.114699707	-71.594160000	310.2	
T	-33.115238293	-71.655849000	92.7	
T	-33.115238293	-71.655225879	106.0	
T	-33.115238293	-71.654602758	105.8	
T	-33.115238293	-71.653979636	93.1	
T	-33.115238293	-71.653356515	69.0	
T	-33.115238293	-71.652733394	42.7	
T	-33.115238293	-71.652110273	27.1	
T	-33.115238293	-71.651487152	19.2	
T	-33.115238293	-71.650864030	14.2	
T	-33.115238293	-71.650240909	15.7	
T	-33.115238293	-71.649617788	19.4	
T	-33.115238293	-71.648994667	24.5	
T	-33.115238293	-71.648371545	30.2	
T	-33.115238293	-71.647748424	29.1	
T	-33.115238293	-71.647125303	25.9	
T	-33.115238293	-71.646502182	22.4	
T	-33.115238293	-71.645879061	20.6	
T	-33.115238293	-71.645255939	20.8	
T	-33.115238293	-71.644632818	21.7	
T	-33.115238293	-71.644009697	22.3	
T	-33.115238293	-71.643386576	21.2	
T	-33.115238293	-71.642763454	24.9	
T	-33.115238293	-71.642140333	28.4	
T	-33.115238293	-71.641517212	29.8	
T	-33.115238293	-71.640894091	25.9	
T	-33.115238293	-71.640270970	23.6	
T	-33.115238293	-71.639647849	21.0	
T	-33.115238293	-71.639024727	18.4	
T	-33.115238293	-71.638401606	17.4	
T	-33.115238293	-71.637778485	16.6	
T	-33.115238293	-71.637155364	16.6	
T	-33.115238293	-71.636532242	17.0	
T	-33.115238293	-71.635909121	17.0	
T	-33.115238293	-71.635286000	17.4	
T	-33.115238293	-71.634662879	17.5	
T	-33.115238293	-71.634039758	17.7	
T	-33.115238293	-71.633416636	19.7	
T	-33.115238293	-71.632793515	21.2	
T	-33.115238293	-71.632170394	21.8	
T	-33.115238293	-71.631547273	22.0	
T	-33.115238293	-71.630924151	23.2	
T	-33.115238293	-71.630301030	23.2	
T	-33.115238293	-71.629677909	22.9	
T	-33.115238293	-71.629054788	23.2	
T	-33.115238293	-71.628431667	25.9	
T	-33.115238293	-71.627808546	29.4	
T	-33.115238293	-71.627185424	33.2	
T	-33.115238293	-71.626562303	37.0	
T	-33.115238293	-71.625939182	40.5	
T	-33.115238293	-71.625316061	47.4	
T	-33.115238293	-71.624692939	52.5	
T	-33.115238293	-71.624069818	55.1	
T	-33.115238293	-71.623446697	57.5	
T	-33.115238293	-71.622823576	74.2	
T	-33.115238293	-71.622200455	93.9	
T	-33.115238293	-71.621577333	113.3	
T	-33.115238293	-71.620954212	132.3	
T	-33.115238293	-71.620331091	138.3	
T	-33.115238293	-71.619707970	138.3	
T	-33.115238293	-71.619084848	138.2	
T	-33.115238293	-71.618461727	159.7	
T	-33.115238293	-71.617838606	185.8	
T	-33.115238293	-71.617215485	204.1	
T	-33.115238293	-71.616592364	211.2	
T	-33.115238293	-71.615969242	216.3	
T	-33.115238293	-71.615346121	227.4	
T	-33.115238293	-71.614723000	227.4	
T	-33.115238293	-71.614099879	211.5	
T	-33.115238293	-71.613476758	194.5	
T	-33.115238293	-71.612853636	198.0	
T	-33.115238293	-71.612230515	214.9	
T	-33.115238293	-71.611607394	241.1	
T	-33.115238293	-71.610984273	266.0	
T	-33.115238293	-71.610361152	289.6	
T	-33.115238293	-71.609738030	308.2	
T	-33.115238293	-71.609114909	319.0	
T	-33.115238293	-71.608491788	310.0	
T	-33.115238293	-71.607868667	283.3	
T	-33.115238293	-71.607245546	249.2	
T	-33.115238293	-71.606622424	213.0	
T	-33.115238293	-71.605999303	173.1	
T	-33.115238293	-71.605376182	147.5	
T	-33.115238293	-71.604753061	152.1	
T	-33.115238293	-71.604129939	194.6	
T	-33.115238293	-71.603506818	233.3	
T	-33.115238293	-71.602883697	265.6	
T	-33.115238293	-71.602260576	289.0	
T	-33.115238293	-71.601637454	301.6	
T	-33.115238293	-71.601014333	308.0	
T	-33.115238293	-71.600391212	314.6	
T	-33.115238293	-71.599768091	318.8	
T	-33.115238293	-71.599144970	318.5	
T	-33.115238293	-71.598521848	315.1	
T	-33.115238293	-71.597898727	314.0	
T	-33.115238293	-71.597275606	313.0	
T	-33.115238293	-71.596652485	310.5	
T	-33.115238293	-71.596029364	306.3	
T	-33.115238293	-71.595406242	308.7	
T	-33.115238293	-71.594783121	312.5	
T	-33.115238293	-71.594160000	313.2	
T	-33.115776879	-71.655849000	101.8	
T	-33.115776879	-71.655225879	113.2	
T	-33.115776879	-71.654602758	107.4	
T	-33.115776879	-71.653979636	88.6	
T	-33.115776879	-71.653356515	62.6	
T	-33.115776879	-71.652733394	39.1	
T	-33.115776879	-71.652110273	28.5	
T	-33.115776879	-71.651487152	24.7	
T	-33.115776879	-71.650864030	18.8	
T	-33.115776879	-71.650240909	22.6	
T	-33.115776879	-71.649617788	28.6	
T	-33.115776879	-71.648994667	34.4	
T	-33.115776879	-71.648371545	36.3	
T	-33.115776879	-71.647748424	33.1	
T	-33.115776879	-71.647125303	30.6	
T	-33.115776879	-71.646502182	29.1	
T	-33.115776879	-71.645879061	28.2	
T	-33.115776879	-71.645255939	29.5	
T	-33.115776879	-71.644632818	31.3	
T	-33.115776879	-71.644009697	31.2	
T	-33.115776879	-71.643386576	24.3	
T	-33.115776879	-71.642763454	26.6	
T	-33.115776879	-71.642140333	30.8	
T	-33.115776879	-71.641517212	34.0	
T	-33.115776879	-71.640894091	31.6	
T	-33.115776879	-71.640270970	28.2	
T	-33.115776879	-71.639647849	23.8	
T	-33.115776879	-71.639024727	19.5	
T	-33.115776879	-71.638401606	18.1	
T	-33.115776879	-71.637778485	17.3	
T	-33.115776879	-71.637155364	17.0	
T	-33.115776879	-71.636532242	17.0	
T	-33.115776879	-71.635909121	17.0	
T	-33.115776879	-71.635286000	18.2	
T	-33.115776879	-71.634662879	18.5	
T	-33.115776879	-71.634039758	18.2	
T	-33.115776879	-71.633416636	19.8	
T	-33.115776879	-71.632793515	19.5	
T	-33.115776879	-71.632170394	20.0	
T	-33.115776879	-71.631547273	21.2	
T	-33.115776879	-71.630924151	22.0	
T	-33.115776879	-71.630301030	22.7	
T	-33.115776879	-71.629677909	22.6	
T	-33.115776879	-71.629054788	22.1	
T	-33.115776879	-71.628431667	22.4	
T	-33.115776879	-71.627808546	22.7	
T	-33.115776879	-71.627185424	24.1	
T	-33.115776879	-71.626562303	26.0	
T	-33.115776879	-71.625939182	25.7	
T	-33.115776879	-71.625316061	27.9	
T	-33.115776879	-71.624692939	30.1	
T	-33.115776879	-71.624069818	31.9	
T	-33.115776879	-71.623446697	34.8	
T	-33.115776879	-71.622823576	44.1	
T	-33.115776879	-71.622200455	59.0	
T	-33.115776879	-71.621577333	78.2	
T	-33.115776879	-71.620954212	96.3	
T	-33.115776879	-71.620331091	103.3	
T	-33.115776879	-71.619707970	107.7	
T	-33.115776879	-71.619084848	113.8	
T	-33.115776879	-71.618461727	131.4	
T	-33.115776879	-71.617838606	152.2	
T	-33.115776879	-71.617215485	164.8	
T	-33.115776879	-71.616592364	167.4	
T	-33.115776879	-71.615969242	174.0	
T	-33.115776879	-71.615346121	188.0	
T	-33.115776879	-71.614723000	192.1	
T	-33.115776879	-71.614099879	180.5	
T	-33.115776879	-71.613476758	164.0	
T	-33.115776879	-71.612853636	175.5	
T	-33.115776879	-71.612230515	199.0	
T	-33.115776879	-71.611607394	225.9	
T	-33.115776879	-71.610984273	241.2	
T	-33.115776879	-71.610361152	259.8	
T	-33.115776879	-71.609738030	277.8	
T	-33.115776879	-71.609114909	291.4	
T	-33.115776879	-71.608491788	285.9	
T	-33.115776879	-71.607868667	261.4	
T	-33.115776879	-71.607245546	227.1	
T	-33.115776879	-71.606622424	187.9	
T	-33.115776879	-71.605999303	148.9	
T	-33.115776879	-71.605376182	138.1	
T	-33.115776879	-71.604753061	155.4	
T	-33.115776879	-71.604129939	199.6	
T	-33.115776879	-71.603506818	236.5	
T	-33.115776879	-71.602883697	266.8	
T	-33.115776879	-71.602260576	290.5	
T	-33.115776879	-71.601637454	306.8	
T	-33.115776879	-71.601014333	314.2	
T	-33.115776879	-71.600391212	321.1	
T	-33.115776879	-71.599768091	326.3	
T	-33.115776879	-71.599144970	329.0	
T	-33.115776879	-71.598521848	330.0	
T	-33.115776879	-71.597898727	327.5	
T	-33.115776879	-71.597275606	323.8	
T	-33.115776879	-71.596652485	320.8	
T	-33.115776879	-71.596029364	315.7	
T	-33.115776879	-71.595406242	318.1	
T	-33.115776879	-71.594783121	322.7	
T	-33.115776879	-71.594160000	324.8	
T	-33.116315465	-71.655849000	91.9	
T	-33.116315465	-71.655225879	105.0	
T	-33.116315465	-71.654602758	101.3	
T	-33.116315465	-71.653979636	84.4	
T	-33.116315465	-71.653356515	59.0	
T	-33.116315465	-71.652733394	45.0	
T	-33.116315465	-71.652110273	41.4	
T	-33.116315465	-71.651487152	41.1	
T	-33.116315465	-71.650864030	33.8	
T	-33.116315465	-71.650240909	38.6	
T	-33.116315465	-71.649617788	43.6	
T	-33.116315465	-71.648994667	46.6	
T	-33.116315465	-71.648371545	44.6	
T	-33.116315465	-71.647748424	40.2	
T	-33.116315465	-71.647125303	39.3	
T	-33.116315465	-71.646502182	40.1	
T	-33.116315465	-71.645879061	38.9	
T	-33.116315465	-71.645255939	42.2	
T	-33.116315465	-71.644632818	43.8	
T	-33.116315465	-71.644009697	41.4	
T	-33.116315465	-71.643386576	31.8	
T	-33.116315465	-71.642763454	33.3	
T	-33.116315465	-71.642140333	37.1	
T	-33.116315465	-71.641517212	39.9	
T	-33.116315465	-71.640894091	36.4	
T	-33.116315465	-71.640270970	31.9	
T	-33.116315465	-71.639647849	28.4	
T	-33.116315465	-71.639024727	26.0	
T	-33.116315465	-71.638401606	24.5	
T	-33.116315465	-71.637778485	20.6	
T	-33.116315465	-71.637155364	18.0	
T	-33.116315465	-71.636532242	17.0	
T	-33.116315465	-71.635909121	17.0	
T	-33.116315465	-71.635286000	17.9	
T	-33.116315465	-71.634662879	18.5	
T	-33.116315465	-71.634039758	18.6	
T	-33.116315465	-71.633416636	18.8	
T	-33.116315465	-71.632793515	18.2	
T	-33.116315465	-71.632170394	18.6	
T	-33.116315465	-71.631547273	20.2	
T	-33.116315465	-71.630924151	22.3	
T	-33.116315465	-71.630301030	22.8	
T	-33.116315465	-71.629677909	22.8	
T	-33.116315465	-71.629054788	22.6	
T	-33.116315465	-71.628431667	22.6	
T	-33.116315465	-71.627808546	23.7	
T	-33.116315465	-71.627185424	25.0	
T	-33.116315465	-71.626562303	26.1	
T	-33.116315465	-71.625939182	25.8	
T	-33.116315465	-71.625316061	26.2	
T	-33.116315465	-71.624692939	26.3	
T	-33.116315465	-71.624069818	26.4	
T	-33.116315465	-71.623446697	28.6	
T	-33.116315465	-71.622823576	32.3	
T	-33.116315465	-71.622200455	40.0	
T	-33.116315465	-71.621577333	52.3	
T	-33.116315465	-71.620954212	68.1	
T	-33.116315465	-71.620331091	75.4	
T	-33.116315465	-71.619707970	81.1	
T	-33.116315465	-71.619084848	88.1	
T	-33.116315465	-71.618461727	101.0	
T	-33.116315465	-71.617838606	114.4	
T	-33.116315465	-71.617215485	124.1	
T	-33.116315465	-71.616592364	129.9	
T	-33.116315465	-71.615969242	141.8	
T	-33.116315465	-71.615346121	158.6	
T	-33.116315465	-71.614723000	164.2	
T	-33.116315465	-71.614099879	153.8	
T	-33.116315465	-71.613476758	140.4	
T	-33.116315465	-71.612853636	154.4	
T	-33.116315465	-71.612230515	176.0	
T	-33.116315465	-71.611607394	196.1	
T	-33.116315465	-71.610984273	211.2	
T	-33.116315465	-71.610361152	232.2	
T	-33.116315465	-71.609738030	252.6	
T	-33.116315465	-71.609114909	267.7	
T	-33.116315465	-71.608491788	261.6	
T	-33.116315465	-71.607868667	238.8	
T	-33.116315465	-71.607245546	207.8	
T	-33.116315465	-71.606622424	173.4	
T	-33.116315465	-71.605999303	139.3	
T	-33.116315465	-71.605376182	131.0	
T	-33.116315465	-71.604753061	146.7	
T	-33.116315465	-71.604129939	184.2	
T	-33.116315465	-71.603506818	215.7	
T	-33.116315465	-71.602883697	243.5	
T	-33.116315465	-71.602260576	267.6	
T	-33.116315465	-71.601637454	287.9	
T	-33.116315465	-71.601014333	299.2	
T	-33.116315465	-71.600391212	311.9	
T	-33.116315465	-71.599768091	323.6	
T	-33.116315465	-71.599144970	332.5	
T	-33.116315465	-71.598521848	337.0	
T	-33.116315465	-71.597898727	337.0	
T	-33.116315465	-71.597275606	334.8	
T	-33.116315465	-71.596652485	331.7	
T	-33.116315465	-71.596029364	326.5	
T	-33.116315465	-71.595406242	327.5	
T	-33.116315465	-71.594783121	331.0	
T	-33.116315465	-71.594160000	334.1	
T	-33.116854051	-71.655849000	83.9	
T	-33.116854051	-71.655225879	93.4	
T	-33.116854051	-71.654602758	91.0	
T	-33.116854051	-71.653979636	78.6	
T	-33.116854051	-71.653356515	59.8	
T	-33.116854051	-71.652733394	56.4	
T	-33.116854051	-71.652110273	56.3	
T	-33.116854051	-71.651487152	55.6	
T	-33.116854051	-71.650864030	49.3	
T	-33.116854051	-71.650240909	55.3	
T	-33.116854051	-71.649617788	58.4	
T	-33.116854051	-71.648994667	57.8	
T	-33.116854051	-71.648371545	53.0	
T	-33.116854051	-71.647748424	48.6	
T	-33.116854051	-71.647125303	48.4	
T	-33.116854051	-71.646502182	50.0	
T	-33.116854051	-71.645879061	49.2	
T	-33.116854051	-71.645255939	53.4	
T	-33.116854051	-71.644632818	53.5	
T	-33.116854051	-71.644009697	48.4	
T	-33.116854051	-71.643386576	37.4	
T	-33.116854051	-71.642763454	38.7	
T	-33.116854051	-71.642140333	42.7	
T	-33.116854051	-71.641517212	45.6	
T	-33.116854051	-71.640894091	41.4	
T	-33.116854051	-71.640270970	35.4	
T	-33.116854051	-71.639647849	31.9	
T	-33.116854051	-71.639024727	30.8	
T	-33.116854051	-71.638401606	30.8	
T	-33.116854051	-71.637778485	25.7	
T	-33.116854051	-71.637155364	21.8	
T	-33.116854051	-71.636532242	19.7	
T	-33.116854051	-71.635909121	18.7	
T	-33.116854051	-71.635286000	19.4	
T	-33.116854051	-71.634662879	19.8	
T	-33.116854051	-71.634039758	19.7	
T	-33.116854051	-71.633416636	18.6	
T	-33.116854051	-71.632793515	18.1	
T	-33.116854051	-71.632170394	18.6	
T	-33.116854051	-71.631547273	20.3	
T	-33.116854051	-71.630924151	23.4	
T	-33.116854051	-71.630301030	24.0	
T	-33.116854051	-71.629677909	24.6	
T	-33.116854051	-71.629054788	25.8	
T	-33.116854051	-71.628431667	27.9	
T	-33.116854051	-71.627808546	33.0	
T	-33.116854051	-71.627185424	36.4	
T	-33.116854051	-71.626562303	37.0	
T	-33.116854051	-71.625939182	35.2	
T	-33.116854051	-71.625316061	32.6	
T	-33.116854051	-71.624692939	29.7	
T	-33.116854051	-71.624069818	27.1	
T	-33.116854051	-71.623446697	26.9	
T	-33.116854051	-71.622823576	26.3	
T	-33.116854051	-71.622200455	28.1	
T	-33.116854051	-71.621577333	33.7	
T	-33.116854051	-71.620954212	45.9	
T	-33.116854051	-71.620331091	53.0	
T	-33.116854051	-71.619707970	58.9	
T	-33.116854051	-71.619084848	65.3	
T	-33.116854051	-71.618461727	73.8	
T	-33.116854051	-71.617838606	81.8	
T	-33.116854051	-71.617215485	90.1	
T	-33.116854051	-71.616592364	99.7	
T	-33.116854051	-71.615969242	116.0	
T	-33.116854051	-71.615346121	132.8	
T	-33.116854051	-71.614723000	138.0	
T	-33.116854051	-71.614099879	128.8	
T	-33.116854051	-71.613476758	122.4	
T	-33.116854051	-71.612853636	137.7	
T	-33.116854051	-71.612230515	156.7	
T	-33.116854051	-71.611607394	172.6	
T	-33.116854051	-71.610984273	190.8	
T	-33.116854051	-71.610361152	214.1	
T	-33.116854051	-71.609738030	235.3	
T	-33.116854051	-71.609114909	249.2	
T	-33.116854051	-71.608491788	238.4	
T	-33.116854051	-71.607868667	214.6	
T	-33.116854051	-71.607245546	185.5	
T	-33.116854051	-71.606622424	155.5	
T	-33.116854051	-71.605999303	129.4	
T	-33.116854051	-71.605376182	124.6	
T	-33.116854051	-71.604753061	138.4	
T	-33.116854051	-71.604129939	168.6	
T	-33.116854051	-71.603506818	193.4	
T	-33.116854051	-71.602883697	218.0	
T	-33.116854051	-71.602260576	241.6	
T	-33.116854051	-71.601637454	263.5	
T	-33.116854051	-71.601014333	277.8	
T	-33.116854051	-71.600391212	295.2	
T	-33.116854051	-71.599768091	313.3	
T	-33.116854051	-71.599144970	329.8	
T	-33.116854051	-71.598521848	338.6	
T	-33.116854051	-71.597898727	343.1	
T	-33.116854051	-71.597275606	344.1	
T	-33.116854051	-71.596652485	342.0	
T	-33.116854051	-71.596029364	336.6	
T	-33.116854051	-71.595406242	336.3	
T	-33.116854051	-71.594783121	338.9	
T	-33.116854051	-71.594160000	342.2	
T	-33.117392636	-71.655849000	83.4	
T	-33.117392636	-71.655225879	78.7	
T	-33.117392636	-71.654602758	74.0	
T	-33.117392636	-71.653979636	70.1	
T	-33.117392636	-71.653356515	68.3	
T	-33.117392636	-71.652733394	76.1	
T	-33.117392636	-71.652110273	72.4	
T	-33.117392636	-71.651487152	64.3	
T	-33.117392636	-71.650864030	63.2	
T	-33.117392636	-71.650240909	71.3	
T	-33.117392636	-71.649617788	71.7	
T	-33.117392636	-71.648994667	66.6	
T	-33.117392636	-71.648371545	60.8	
T	-33.117392636	-71.647748424	58.6	
T	-33.117392636	-71.647125303	57.3	
T	-33.117392636	-71.646502182	57.0	
T	-33.117392636	-71.645879061	58.1	
T	-33.117392636	-71.645255939	60.6	
T	-33.117392636	-71.644632818	57.4	
T	-33.117392636	-71.644009697	49.2	
T	-33.117392636	-71.643386576	38.6	
T	-33.117392636	-71.642763454	40.4	
T	-33.117392636	-71.642140333	45.7	
T	-33.117392636	-71.641517212	50.3	
T	-33.117392636	-71.640894091	47.2	
T	-33.117392636	-71.640270970	38.6	
T	-33.117392636	-71.639647849	32.7	
T	-33.117392636	-71.639024727	31.1	
T	-33.117392636	-71.638401606	35.5	
T	-33.117392636	-71.637778485	33.5	
T	-33.117392636	-71.637155364	30.6	
T	-33.117392636	-71.636532242	27.5	
T	-33.117392636	-71.635909121	23.6	
T	-33.117392636	-71.635286000	24.3	
T	-33.117392636	-71.634662879	24.0	
T	-33.117392636	-71.634039758	22.1	
T	-33.117392636	-71.633416636	20.0	
T	-33.117392636	-71.632793515	20.2	
T	-33.117392636	-71.632170394	20.9	
T	-33.117392636	-71.631547273	22.3	
T	-33.117392636	-71.630924151	26.0	
T	-33.117392636	-71.630301030	27.0	
T	-33.117392636	-71.629677909	29.4	
T	-33.117392636	-71.629054788	34.0	
T	-33.117392636	-71.628431667	41.8	
T	-33.117392636	-71.627808546	56.4	
T	-33.117392636	-71.627185424	65.4	
T	-33.117392636	-71.626562303	65.9	
T	-33.117392636	-71.625939182	58.7	
T	-33.117392636	-71.625316061	50.4	
T	-33.117392636	-71.624692939	42.4	
T	-33.117392636	-71.624069818	35.4	
T	-33.117392636	-71.623446697	30.4	
T	-33.117392636	-71.622823576	27.4	
T	-33.117392636	-71.622200455	26.1	
T	-33.117392636	-71.621577333	27.1	
T	-33.117392636	-71.620954212	33.5	
T	-33.117392636	-71.620331091	39.0	
T	-33.117392636	-71.619707970	43.8	
T	-33.117392636	-71.619084848	48.0	
T	-33.117392636	-71.618461727	53.2	
T	-33.117392636	-71.617838606	59.7	
T	-33.117392636	-71.617215485	69.0	
T	-33.117392636	-71.616592364	81.8	
T	-33.117392636	-71.615969242	100.1	
T	-33.117392636	-71.615346121	111.7	
T	-33.117392636	-71.614723000	113.0	
T	-33.117392636	-71.614099879	105.7	
T	-33.117392636	-71.613476758	113.4	
T	-33.117392636	-71.612853636	128.5	
T	-33.117392636	-71.612230515	145.9	
T	-33.117392636	-71.611607394	164.2	
T	-33.117392636	-71.610984273	189.7	
T	-33.117392636	-71.610361152	213.7	
T	-33.117392636	-71.609738030	231.8	
T	-33.117392636	-71.609114909	239.8	
T	-33.117392636	-71.608491788	217.5	
T	-33.117392636	-71.607868667	187.8	
T	-33.117392636	-71.607245546	156.8	
T	-33.117392636	-71.606622424	128.6	
T	-33.117392636	-71.605999303	115.5	
T	-33.117392636	-71.605376182	118.8	
T	-33.117392636	-71.604753061	133.8	
T	-33.117392636	-71.604129939	157.2	
T	-33.117392636	-71.603506818	173.8	
T	-33.117392636	-71.602883697	193.9	
T	-33.117392636	-71.602260576	214.8	
T	-33.117392636	-71.601637454	234.5	
T	-33.117392636	-71.601014333	248.7	
T	-33.117392636	-71.600391212	267.8	
T	-33.117392636	-71.599768091	291.0	
T	-33.117392636	-71.599144970	317.1	
T	-33.117392636	-71.598521848	331.6	
T	-33.117392636	-71.597898727	343.3	
T	-33.117392636	-71.597275606	350.3	
T	-33.117392636	-71.596652485	351.1	
T	-33.117392636	-71.596029364	345.2	
T	-33.117392636	-71.595406242	344.4	
T	-33.117392636	-71.594783121	346.3	
T	-33.117392636	-71.594160000	348.7	
T	-33.117931222	-71.655849000	93.6	
T	-33.117931222	-71.655225879	81.9	
T	-33.117931222	-71.654602758	79.7	
T	-33.117931222	-71.653979636	83.8	
T	-33.117931222	-71.653356515	90.0	
T	-33.117931222	-71.652733394	92.4	
T	-33.117931222	-71.652110273	85.6	
T	-33.117931222	-71.651487152	77.9	
T	-33.117931222	-71.650864030	81.4	
T	-33.117931222	-71.650240909	84.9	
T	-33.117931222	-71.649617788	81.4	
T	-33.117931222	-71.648994667	74.0	
T	-33.117931222	-71.648371545	68.1	
T	-33.117931222	-71.647748424	69.6	
T	-33.117931222	-71.647125303	69.7	
T	-33.117931222	-71.646502182	68.9	
T	-33.117931222	-71.645879061	68.8	
T	-33.117931222	-71.645255939	67.3	
T	-33.117931222	-71.644632818	60.6	
T	-33.117931222	-71.644009697	51.0	
T	-33.117931222	-71.643386576	42.8	
T	-33.117931222	-71.642763454	44.2	
T	-33.117931222	-71.642140333	49.2	
T	-33.117931222	-71.641517212	53.3	
T	-33.117931222	-71.640894091	48.0	
T	-33.117931222	-71.640270970	39.1	
T	-33.117931222	-71.639647849	33.8	
T	-33.117931222	-71.639024727	34.0	
T	-33.117931222	-71.638401606	42.3	
T	-33.117931222	-71.637778485	42.2	
T	-33.117931222	-71.637155364	39.3	
T	-33.117931222	-71.636532242	34.5	
T	-33.117931222	-71.635909121	28.8	
T	-33.117931222	-71.635286000	27.4	
T	-33.117931222	-71.634662879	25.8	
T	-33.117931222	-71.634039758	23.9	
T	-33.117931222	-71.633416636	23.2	
T	-33.117931222	-71.632793515	22.7	
T	-33.117931222	-71.632170394	23.2	
T	-33.117931222	-71.631547273	24.9	
T	-33.117931222	-71.630924151	29.4	
T	-33.117931222	-71.630301030	31.1	
T	-33.117931222	-71.629677909	34.9	
T	-33.117931222	-71.629054788	42.6	
T	-33.117931222	-71.628431667	55.8	
T	-33.117931222	-71.627808546	75.3	
T	-33.117931222	-71.627185424	91.1	
T	-33.117931222	-71.626562303	100.2	
T	-33.117931222	-71.625939182	99.0	
T	-33.117931222	-71.625316061	88.7	
T	-33.117931222	-71.624692939	77.1	
T	-33.117931222	-71.624069818	65.9	
T	-33.117931222	-71.623446697	55.7	
T	-33.117931222	-71.622823576	46.9	
T	-33.117931222	-71.622200455	39.0	
T	-33.117931222	-71.621577333	32.7	
T	-33.117931222	-71.620954212	32.1	
T	-33.117931222	-71.620331091	33.7	
T	-33.117931222	-71.619707970	35.3	
T	-33.117931222	-71.619084848	36.5	
T	-33.117931222	-71.618461727	38.2	
T	-33.117931222	-71.617838606	42.4	
T	-33.117931222	-71.617215485	51.2	
T	-33.117931222	-71.616592364	65.2	
T	-33.117931222	-71.615969242	83.1	
T	-33.117931222	-71.615346121	92.2	
T	-33.117931222	-71.614723000	97.1	
T	-33.117931222	-71.614099879	101.9	
T	-33.117931222	-71.613476758	124.8	
T	-33.117931222	-71.612853636	145.7	
T	-33.117931222	-71.612230515	163.6	
T	-33.117931222	-71.611607394	179.3	
T	-33.117931222	-71.610984273	202.7	
T	-33.117931222	-71.610361152	224.5	
T	-33.117931222	-71.609738030	235.7	
T	-33.117931222	-71.609114909	230.8	
T	-33.117931222	-71.608491788	201.5	
T	-33.117931222	-71.607868667	167.2	
T	-33.117931222	-71.607245546	135.8	
T	-33.117931222	-71.606622424	113.0	
T	-33.117931222	-71.605999303	118.0	
T	-33.117931222	-71.605376182	132.7	
T	-33.117931222	-71.604753061	154.1	
T	-33.117931222	-71.604129939	179.3	
T	-33.117931222	-71.603506818	187.7	
T	-33.117931222	-71.602883697	194.5	
T	-33.117931222	-71.602260576	202.1	
T	-33.117931222	-71.601637454	211.9	
T	-33.117931222	-71.601014333	222.7	
T	-33.117931222	-71.600391212	241.2	
T	-33.117931222	-71.599768091	264.4	
T	-33.117931222	-71.599144970	289.9	
T	-33.117931222	-71.598521848	310.6	
T	-33.117931222	-71.597898727	329.8	
T	-33.117931222	-71.597275606	344.9	
T	-33.117931222	-71.596652485	353.5	
T	-33.117931222	-71.596029364	351.0	
T	-33.117931222	-71.595406242	350.7	
T	-33.117931222	-71.594783121	351.5	
T	-33.117931222	-71.594160000	352.6	
T	-33.118469808	-71.655849000	104.8	
T	-33.118469808	-71.655225879	89.9	
T	-33.118469808	-71.654602758	91.7	
T	-33.118469808	-71.653979636	102.7	
T	-33.118469808	-71.653356515	112.6	
T	-33.118469808	-71.652733394	107.4	
T	-33.118469808	-71.652110273	98.2	
T	-33.118469808	-71.651487152	92.0	
T	-33.118469808	-71.650864030	98.6	
T	-33.118469808	-71.650240909	97.5	
T	-33.118469808	-71.649617788	90.6	
T	-33.118469808	-71.648994667	81.6	
T	-33.118469808	-71.648371545	76.3	
T	-33.118469808	-71.647748424	81.3	
T	-33.118469808	-71.647125303	82.9	
T	-33.118469808	-71.646502182	81.3	
T	-33.118469808	-71.645879061	78.1	
T	-33.118469808	-71.645255939	72.3	
T	-33.118469808	-71.644632818	64.0	
T	-33.118469808	-71.644009697	55.1	
T	-33.118469808	-71.643386576	49.0	
T	-33.118469808	-71.642763454	48.5	
T	-33.118469808	-71.642140333	52.2	
T	-33.118469808	-71.641517212	55.6	
T	-33.118469808	-71.640894091	49.0	
T	-33.118469808	-71.640270970	39.9	
T	-33.118469808	-71.639647849	35.2	
T	-33.118469808	-71.639024727	36.9	
T	-33.118469808	-71.638401606	47.9	
T	-33.118469808	-71.637778485	50.0	
T	-33.118469808	-71.637155364	47.0	
T	-33.118469808	-71.636532242	40.4	
