type	latitude	longitude	altitude (m)	name
T	-33.091540515	-71.615346121	464.1	
T	-33.091540515	-71.614723000	464.3	
T	-33.091540515	-71.614099879	470.4	
T	-33.091540515	-71.613476758	473.1	
T	-33.091540515	-71.612853636	464.2	
T	-33.091540515	-71.612230515	458.0	
T	-33.091540515	-71.611607394	460.0	
T	-33.091540515	-71.610984273	465.3	
T	-33.091540515	-71.610361152	467.7	
T	-33.091540515	-71.609738030	467.2	
T	-33.091540515	-71.609114909	464.1	
T	-33.091540515	-71.608491788	463.0	
T	-33.091540515	-71.607868667	456.5	
T	-33.091540515	-71.607245546	449.8	
T	-33.091540515	-71.606622424	445.7	
T	-33.091540515	-71.605999303	444.5	
T	-33.091540515	-71.605376182	440.9	
T	-33.091540515	-71.604753061	437.3	
T	-33.091540515	-71.604129939	435.1	
T	-33.091540515	-71.603506818	431.1	
T	-33.091540515	-71.602883697	422.6	
T	-33.091540515	-71.602260576	414.1	
T	-33.091540515	-71.601637454	409.3	
T	-33.091540515	-71.601014333	422.8	
T	-33.091540515	-71.600391212	435.9	
T	-33.091540515	-71.599768091	445.3	
T	-33.091540515	-71.599144970	448.5	
T	-33.091540515	-71.598521848	447.5	
T	-33.091540515	-71.597898727	446.1	
T	-33.091540515	-71.597275606	445.4	
T	-33.091540515	-71.596652485	446.4	
T	-33.091540515	-71.596029364	444.6	
T	-33.091540515	-71.595406242	439.3	
T	-33.091540515	-71.594783121	433.5	
T	-33.091540515	-71.594160000	429.9	
T	-33.092079101	-71.655849000	233.3	
T	-33.092079101	-71.655225879	240.8	
T	-33.092079101	-71.654602758	247.8	
T	-33.092079101	-71.653979636	254.5	
T	-33.092079101	-71.653356515	261.2	
T	-33.092079101	-71.652733394	270.1	
T	-33.092079101	-71.652110273	280.7	
T	-33.092079101	-71.651487152	292.2	
T	-33.092079101	-71.650864030	303.4	
T	-33.092079101	-71.650240909	309.3	
T	-33.092079101	-71.649617788	314.3	
T	-33.092079101	-71.648994667	320.2	
T	-33.092079101	-71.648371545	329.9	
T	-33.092079101	-71.647748424	339.3	
T	-33.092079101	-71.647125303	347.8	
T	-33.092079101	-71.646502182	354.9	
T	-33.092079101	-71.645879061	360.2	
T	-33.092079101	-71.645255939	365.1	
T	-33.092079101	-71.644632818	369.3	
T	-33.092079101	-71.644009697	371.6	
T	-33.092079101	-71.643386576	369.7	
T	-33.092079101	-71.642763454	360.0	
T	-33.092079101	-71.642140333	351.9	
T	-33.092079101	-71.641517212	347.0	
T	-33.092079101	-71.640894091	346.6	
T	-33.092079101	-71.640270970	335.4	
T	-33.092079101	-71.639647849	329.0	
T	-33.092079101	-71.639024727	326.1	
T	-33.092079101	-71.638401606	319.8	
T	-33.092079101	-71.637778485	317.7	
T	-33.092079101	-71.637155364	320.1	
T	-33.092079101	-71.636532242	325.8	
T	-33.092079101	-71.635909121	331.9	
T	-33.092079101	-71.635286000	335.5	
T	-33.092079101	-71.634662879	342.5	
T	-33.092079101	-71.634039758	352.4	
T	-33.092079101	-71.633416636	361.7	
T	-33.092079101	-71.632793515	366.9	
T	-33.092079101	-71.632170394	368.1	
T	-33.092079101	-71.631547273	367.7	
T	-33.092079101	-71.630924151	373.7	
T	-33.092079101	-71.630301030	380.0	
T	-33.092079101	-71.629677909	385.0	
T	-33.092079101	-71.629054788	387.4	
T	-33.092079101	-71.628431667	383.2	
T	-33.092079101	-71.627808546	364.0	
T	-33.092079101	-71.627185424	348.6	
T	-33.092079101	-71.626562303	343.8	
T	-33.092079101	-71.625939182	359.8	
T	-33.092079101	-71.625316061	370.6	
T	-33.092079101	-71.624692939	380.4	
T	-33.092079101	-71.624069818	391.5	
T	-33.092079101	-71.623446697	408.3	
T	-33.092079101	-71.622823576	426.7	
T	-33.092079101	-71.622200455	440.8	
T	-33.092079101	-71.621577333	448.3	
T	-33.092079101	-71.620954212	446.8	
T	-33.092079101	-71.620331091	448.1	
T	-33.092079101	-71.619707970	450.1	
T	-33.092079101	-71.619084848	452.0	
T	-33.092079101	-71.618461727	451.2	
T	-33.092079101	-71.617838606	453.4	
T	-33.092079101	-71.617215485	458.4	
T	-33.092079101	-71.616592364	464.9	
T	-33.092079101	-71.615969242	464.2	
T	-33.092079101	-71.615346121	460.8	
T	-33.092079101	-71.614723000	461.2	
T	-33.092079101	-71.614099879	466.3	
T	-33.092079101	-71.613476758	464.1	
T	-33.092079101	-71.612853636	456.1	
T	-33.092079101	-71.612230515	452.3	
T	-33.092079101	-71.611607394	456.7	
T	-33.092079101	-71.610984273	463.4	
T	-33.092079101	-71.610361152	464.5	
T	-33.092079101	-71.609738030	462.3	
T	-33.092079101	-71.609114909	458.5	
T	-33.092079101	-71.608491788	457.7	
T	-33.092079101	-71.607868667	453.1	
T	-33.092079101	-71.607245546	447.5	
T	-33.092079101	-71.606622424	443.2	
T	-33.092079101	-71.605999303	445.8	
T	-33.092079101	-71.605376182	443.2	
T	-33.092079101	-71.604753061	439.1	
T	-33.092079101	-71.604129939	435.9	
T	-33.092079101	-71.603506818	434.4	
T	-33.092079101	-71.602883697	426.7	
T	-33.092079101	-71.602260576	418.0	
T	-33.092079101	-71.601637454	412.5	
T	-33.092079101	-71.601014333	423.0	
T	-33.092079101	-71.600391212	435.8	
T	-33.092079101	-71.599768091	446.6	
T	-33.092079101	-71.599144970	452.0	
T	-33.092079101	-71.598521848	452.3	
T	-33.092079101	-71.597898727	451.2	
T	-33.092079101	-71.597275606	449.7	
T	-33.092079101	-71.596652485	448.9	
T	-33.092079101	-71.596029364	446.7	
T	-33.092079101	-71.595406242	442.4	
T	-33.092079101	-71.594783121	438.6	
T	-33.092079101	-71.594160000	437.5	
T	-33.092617687	-71.655849000	232.9	
T	-33.092617687	-71.655225879	241.5	
T	-33.092617687	-71.654602758	248.5	
T	-33.092617687	-71.653979636	255.2	
T	-33.092617687	-71.653356515	263.0	
T	-33.092617687	-71.652733394	273.4	
T	-33.092617687	-71.652110273	284.0	
T	-33.092617687	-71.651487152	294.3	
T	-33.092617687	-71.650864030	303.3	
T	-33.092617687	-71.650240909	308.1	
T	-33.092617687	-71.649617788	312.9	
T	-33.092617687	-71.648994667	318.7	
T	-33.092617687	-71.648371545	326.9	
T	-33.092617687	-71.647748424	334.9	
T	-33.092617687	-71.647125303	341.9	
T	-33.092617687	-71.646502182	347.7	
T	-33.092617687	-71.645879061	351.7	
T	-33.092617687	-71.645255939	356.2	
T	-33.092617687	-71.644632818	359.7	
T	-33.092617687	-71.644009697	361.5	
T	-33.092617687	-71.643386576	360.4	
T	-33.092617687	-71.642763454	351.7	
T	-33.092617687	-71.642140333	344.8	
T	-33.092617687	-71.641517212	341.4	
T	-33.092617687	-71.640894091	343.1	
T	-33.092617687	-71.640270970	332.1	
T	-33.092617687	-71.639647849	322.3	
T	-33.092617687	-71.639024727	315.3	
T	-33.092617687	-71.638401606	310.7	
T	-33.092617687	-71.637778485	315.6	
T	-33.092617687	-71.637155364	320.5	
T	-33.092617687	-71.636532242	323.2	
T	-33.092617687	-71.635909121	321.4	
T	-33.092617687	-71.635286000	326.1	
T	-33.092617687	-71.634662879	338.0	
T	-33.092617687	-71.634039758	353.8	
T	-33.092617687	-71.633416636	364.7	
T	-33.092617687	-71.632793515	363.6	
T	-33.092617687	-71.632170394	359.9	
T	-33.092617687	-71.631547273	358.2	
T	-33.092617687	-71.630924151	368.1	
T	-33.092617687	-71.630301030	372.9	
T	-33.092617687	-71.629677909	375.0	
T	-33.092617687	-71.629054788	374.5	
T	-33.092617687	-71.628431667	370.0	
T	-33.092617687	-71.627808546	350.1	
T	-33.092617687	-71.627185424	336.7	
T	-33.092617687	-71.626562303	336.5	
T	-33.092617687	-71.625939182	355.5	
T	-33.092617687	-71.625316061	371.0	
T	-33.092617687	-71.624692939	386.1	
T	-33.092617687	-71.624069818	401.8	
T	-33.092617687	-71.623446697	419.8	
T	-33.092617687	-71.622823576	433.1	
T	-33.092617687	-71.622200455	441.5	
T	-33.092617687	-71.621577333	444.6	
T	-33.092617687	-71.620954212	440.4	
T	-33.092617687	-71.620331091	441.0	
T	-33.092617687	-71.619707970	442.1	
T	-33.092617687	-71.619084848	442.9	
T	-33.092617687	-71.618461727	445.1	
T	-33.092617687	-71.617838606	453.7	
T	-33.092617687	-71.617215485	461.2	
T	-33.092617687	-71.616592364	464.5	
T	-33.092617687	-71.615969242	460.6	
T	-33.092617687	-71.615346121	458.0	
T	-33.092617687	-71.614723000	458.5	
T	-33.092617687	-71.614099879	461.3	
T	-33.092617687	-71.613476758	454.7	
T	-33.092617687	-71.612853636	448.8	
T	-33.092617687	-71.612230515	448.0	
T	-33.092617687	-71.611607394	453.9	
T	-33.092617687	-71.610984273	461.3	
T	-33.092617687	-71.610361152	460.9	
T	-33.092617687	-71.609738030	457.0	
T	-33.092617687	-71.609114909	452.3	
T	-33.092617687	-71.608491788	451.6	
T	-33.092617687	-71.607868667	449.3	
T	-33.092617687	-71.607245546	445.1	
T	-33.092617687	-71.606622424	439.8	
T	-33.092617687	-71.605999303	446.3	
T	-33.092617687	-71.605376182	445.0	
T	-33.092617687	-71.604753061	440.8	
T	-33.092617687	-71.604129939	436.6	
T	-33.092617687	-71.603506818	436.8	
T	-33.092617687	-71.602883697	431.0	
T	-33.092617687	-71.602260576	423.4	
T	-33.092617687	-71.601637454	417.4	
T	-33.092617687	-71.601014333	424.2	
T	-33.092617687	-71.600391212	435.8	
T	-33.092617687	-71.599768091	447.4	
T	-33.092617687	-71.599144970	455.3	
T	-33.092617687	-71.598521848	456.9	
T	-33.092617687	-71.597898727	456.0	
T	-33.092617687	-71.597275606	453.8	
T	-33.092617687	-71.596652485	451.4	
T	-33.092617687	-71.596029364	449.2	
T	-33.092617687	-71.595406242	446.7	
T	-33.092617687	-71.594783121	445.3	
T	-33.092617687	-71.594160000	446.3	
T	-33.093156273	-71.655849000	233.7	
T	-33.093156273	-71.655225879	240.2	
T	-33.093156273	-71.654602758	247.2	
T	-33.093156273	-71.653979636	255.0	
T	-33.093156273	-71.653356515	264.2	
T	-33.093156273	-71.652733394	274.7	
T	-33.093156273	-71.652110273	284.1	
T	-33.093156273	-71.651487152	292.0	
T	-33.093156273	-71.650864030	297.6	
T	-33.093156273	-71.650240909	302.7	
T	-33.093156273	-71.649617788	308.9	
T	-33.093156273	-71.648994667	315.2	
T	-33.093156273	-71.648371545	320.0	
T	-33.093156273	-71.647748424	326.4	
T	-33.093156273	-71.647125303	332.0	
T	-33.093156273	-71.646502182	337.1	
T	-33.093156273	-71.645879061	342.6	
T	-33.093156273	-71.645255939	347.1	
T	-33.093156273	-71.644632818	350.0	
T	-33.093156273	-71.644009697	350.8	
T	-33.093156273	-71.643386576	348.3	
T	-33.093156273	-71.642763454	340.8	
T	-33.093156273	-71.642140333	337.0	
T	-33.093156273	-71.641517212	337.1	
T	-33.093156273	-71.640894091	339.8	
T	-33.093156273	-71.640270970	327.1	
T	-33.093156273	-71.639647849	313.8	
T	-33.093156273	-71.639024727	304.4	
T	-33.093156273	-71.638401606	306.1	
T	-33.093156273	-71.637778485	315.1	
T	-33.093156273	-71.637155364	318.6	
T	-33.093156273	-71.636532242	316.4	
T	-33.093156273	-71.635909121	313.2	
T	-33.093156273	-71.635286000	322.4	
T	-33.093156273	-71.634662879	336.4	
T	-33.093156273	-71.634039758	350.9	
T	-33.093156273	-71.633416636	356.9	
T	-33.093156273	-71.632793515	352.2	
T	-33.093156273	-71.632170394	349.0	
T	-33.093156273	-71.631547273	350.6	
T	-33.093156273	-71.630924151	361.5	
T	-33.093156273	-71.630301030	363.9	
T	-33.093156273	-71.629677909	362.1	
T	-33.093156273	-71.629054788	357.1	
T	-33.093156273	-71.628431667	349.3	
T	-33.093156273	-71.627808546	332.8	
T	-33.093156273	-71.627185424	326.2	
T	-33.093156273	-71.626562303	334.1	
T	-33.093156273	-71.625939182	357.9	
T	-33.093156273	-71.625316061	376.7	
T	-33.093156273	-71.624692939	392.2	
T	-33.093156273	-71.624069818	406.4	
T	-33.093156273	-71.623446697	424.9	
T	-33.093156273	-71.622823576	436.3	
T	-33.093156273	-71.622200455	441.3	
T	-33.093156273	-71.621577333	440.4	
T	-33.093156273	-71.620954212	434.3	
T	-33.093156273	-71.620331091	435.3	
T	-33.093156273	-71.619707970	438.1	
T	-33.093156273	-71.619084848	441.4	
T	-33.093156273	-71.618461727	447.0	
T	-33.093156273	-71.617838606	455.5	
T	-33.093156273	-71.617215485	460.5	
T	-33.093156273	-71.616592364	459.9	
T	-33.093156273	-71.615969242	455.0	
T	-33.093156273	-71.615346121	454.8	
T	-33.093156273	-71.614723000	456.1	
T	-33.093156273	-71.614099879	456.5	
T	-33.093156273	-71.613476758	447.0	
T	-33.093156273	-71.612853636	444.1	
T	-33.093156273	-71.612230515	446.9	
T	-33.093156273	-71.611607394	454.2	
T	-33.093156273	-71.610984273	458.3	
T	-33.093156273	-71.610361152	457.0	
T	-33.093156273	-71.609738030	451.9	
T	-33.093156273	-71.609114909	444.5	
T	-33.093156273	-71.608491788	444.4	
T	-33.093156273	-71.607868667	442.5	
T	-33.093156273	-71.607245546	438.2	
T	-33.093156273	-71.606622424	432.2	
T	-33.093156273	-71.605999303	441.1	
T	-33.093156273	-71.605376182	441.9	
T	-33.093156273	-71.604753061	438.9	
T	-33.093156273	-71.604129939	434.5	
T	-33.093156273	-71.603506818	432.3	
T	-33.093156273	-71.602883697	431.1	
T	-33.093156273	-71.602260576	429.4	
T	-33.093156273	-71.601637454	427.0	
T	-33.093156273	-71.601014333	430.3	
T	-33.093156273	-71.600391212	439.3	
T	-33.093156273	-71.599768091	449.2	
T	-33.093156273	-71.599144970	456.6	
T	-33.093156273	-71.598521848	458.7	
T	-33.093156273	-71.597898727	458.6	
T	-33.093156273	-71.597275606	456.7	
T	-33.093156273	-71.596652485	453.3	
T	-33.093156273	-71.596029364	451.7	
T	-33.093156273	-71.595406242	450.3	
T	-33.093156273	-71.594783121	450.2	
T	-33.093156273	-71.594160000	452.1	
T	-33.093694859	-71.655849000	234.8	
T	-33.093694859	-71.655225879	240.1	
T	-33.093694859	-71.654602758	247.0	
T	-33.093694859	-71.653979636	255.2	
T	-33.093694859	-71.653356515	264.2	
T	-33.093694859	-71.652733394	273.4	
T	-33.093694859	-71.652110273	281.6	
T	-33.093694859	-71.651487152	288.4	
T	-33.093694859	-71.650864030	293.6	
T	-33.093694859	-71.650240909	299.1	
T	-33.093694859	-71.649617788	304.3	
T	-33.093694859	-71.648994667	308.7	
T	-33.093694859	-71.648371545	312.2	
T	-33.093694859	-71.647748424	318.3	
T	-33.093694859	-71.647125303	324.5	
T	-33.093694859	-71.646502182	330.7	
T	-33.093694859	-71.645879061	337.3	
T	-33.093694859	-71.645255939	339.6	
T	-33.093694859	-71.644632818	340.7	
T	-33.093694859	-71.644009697	340.0	
T	-33.093694859	-71.643386576	335.7	
T	-33.093694859	-71.642763454	330.3	
T	-33.093694859	-71.642140333	328.0	
T	-33.093694859	-71.641517212	328.9	
T	-33.093694859	-71.640894091	332.6	
T	-33.093694859	-71.640270970	318.3	
T	-33.093694859	-71.639647849	305.2	
T	-33.093694859	-71.639024727	298.8	
T	-33.093694859	-71.638401606	307.1	
T	-33.093694859	-71.637778485	316.3	
T	-33.093694859	-71.637155364	316.9	
T	-33.093694859	-71.636532242	311.6	
T	-33.093694859	-71.635909121	309.8	
T	-33.093694859	-71.635286000	321.3	
T	-33.093694859	-71.634662879	333.9	
T	-33.093694859	-71.634039758	343.2	
T	-33.093694859	-71.633416636	342.5	
T	-33.093694859	-71.632793515	338.5	
T	-33.093694859	-71.632170394	339.3	
T	-33.093694859	-71.631547273	345.3	
T	-33.093694859	-71.630924151	352.9	
T	-33.093694859	-71.630301030	353.2	
T	-33.093694859	-71.629677909	347.8	
T	-33.093694859	-71.629054788	338.4	
T	-33.093694859	-71.628431667	329.8	
T	-33.093694859	-71.627808546	321.4	
T	-33.093694859	-71.627185424	323.0	
T	-33.093694859	-71.626562303	336.2	
T	-33.093694859	-71.625939182	358.4	
T	-33.093694859	-71.625316061	377.4	
T	-33.093694859	-71.624692939	393.0	
T	-33.093694859	-71.624069818	406.0	
T	-33.093694859	-71.623446697	421.2	
T	-33.093694859	-71.622823576	430.7	
T	-33.093694859	-71.622200455	434.7	
T	-33.093694859	-71.621577333	433.5	
T	-33.093694859	-71.620954212	430.3	
T	-33.093694859	-71.620331091	433.4	
T	-33.093694859	-71.619707970	438.1	
T	-33.093694859	-71.619084848	442.9	
T	-33.093694859	-71.618461727	448.7	
T	-33.093694859	-71.617838606	454.7	
T	-33.093694859	-71.617215485	457.1	
T	-33.093694859	-71.616592364	455.0	
T	-33.093694859	-71.615969242	450.8	
T	-33.093694859	-71.615346121	451.6	
T	-33.093694859	-71.614723000	451.7	
T	-33.093694859	-71.614099879	448.7	
T	-33.093694859	-71.613476758	441.5	
T	-33.093694859	-71.612853636	442.9	
T	-33.093694859	-71.612230515	447.3	
T	-33.093694859	-71.611607394	452.0	
T	-33.093694859	-71.610984273	453.7	
T	-33.093694859	-71.610361152	451.6	
T	-33.093694859	-71.609738030	445.8	
T	-33.093694859	-71.609114909	437.3	
T	-33.093694859	-71.608491788	438.3	
T	-33.093694859	-71.607868667	436.4	
T	-33.093694859	-71.607245546	432.3	
T	-33.093694859	-71.606622424	427.3	
T	-33.093694859	-71.605999303	434.5	
T	-33.093694859	-71.605376182	434.5	
T	-33.093694859	-71.604753061	432.2	
T	-33.093694859	-71.604129939	430.1	
T	-33.093694859	-71.603506818	430.0	
T	-33.093694859	-71.602883697	432.0	
T	-33.093694859	-71.602260576	433.9	
T	-33.093694859	-71.601637454	434.4	
T	-33.093694859	-71.601014333	435.7	
T	-33.093694859	-71.600391212	441.9	
T	-33.093694859	-71.599768091	449.4	
T	-33.093694859	-71.599144970	455.8	
T	-33.093694859	-71.598521848	457.7	
T	-33.093694859	-71.597898727	458.6	
T	-33.093694859	-71.597275606	458.0	
T	-33.093694859	-71.596652485	455.3	
T	-33.093694859	-71.596029364	454.1	
T	-33.093694859	-71.595406242	453.7	
T	-33.093694859	-71.594783121	454.3	
T	-33.093694859	-71.594160000	456.2	
T	-33.094233444	-71.655849000	236.2	
T	-33.094233444	-71.655225879	240.5	
T	-33.094233444	-71.654602758	247.4	
T	-33.094233444	-71.653979636	255.7	
T	-33.094233444	-71.653356515	263.8	
T	-33.094233444	-71.652733394	271.2	
T	-33.094233444	-71.652110273	278.0	
T	-33.094233444	-71.651487152	284.4	
T	-33.094233444	-71.650864030	290.2	
T	-33.094233444	-71.650240909	296.0	
T	-33.094233444	-71.649617788	299.2	
T	-33.094233444	-71.648994667	301.4	
T	-33.094233444	-71.648371545	304.9	
T	-33.094233444	-71.647748424	311.5	
T	-33.094233444	-71.647125303	319.1	
T	-33.094233444	-71.646502182	326.9	
T	-33.094233444	-71.645879061	334.1	
T	-33.094233444	-71.645255939	332.7	
T	-33.094233444	-71.644632818	331.4	
T	-33.094233444	-71.644009697	329.3	
T	-33.094233444	-71.643386576	323.5	
T	-33.094233444	-71.642763454	320.0	
T	-33.094233444	-71.642140333	318.3	
T	-33.094233444	-71.641517212	318.8	
T	-33.094233444	-71.640894091	322.9	
T	-33.094233444	-71.640270970	307.5	
T	-33.094233444	-71.639647849	297.1	
T	-33.094233444	-71.639024727	296.5	
T	-33.094233444	-71.638401606	310.8	
T	-33.094233444	-71.637778485	317.9	
T	-33.094233444	-71.637155364	315.2	
T	-33.094233444	-71.636532242	307.6	
T	-33.094233444	-71.635909121	308.6	
T	-33.094233444	-71.635286000	321.4	
T	-33.094233444	-71.634662879	330.8	
T	-33.094233444	-71.634039758	333.3	
T	-33.094233444	-71.633416636	325.7	
T	-33.094233444	-71.632793515	324.7	
T	-33.094233444	-71.632170394	330.7	
T	-33.094233444	-71.631547273	340.2	
T	-33.094233444	-71.630924151	342.1	
T	-33.094233444	-71.630301030	340.6	
T	-33.094233444	-71.629677909	332.4	
T	-33.094233444	-71.629054788	319.9	
T	-33.094233444	-71.628431667	313.2	
T	-33.094233444	-71.627808546	315.0	
T	-33.094233444	-71.627185424	324.9	
T	-33.094233444	-71.626562303	341.4	
T	-33.094233444	-71.625939182	358.8	
T	-33.094233444	-71.625316061	375.8	
T	-33.094233444	-71.624692939	390.4	
T	-33.094233444	-71.624069818	402.3	
T	-33.094233444	-71.623446697	412.7	
T	-33.094233444	-71.622823576	420.9	
T	-33.094233444	-71.622200455	424.9	
T	-33.094233444	-71.621577333	425.1	
T	-33.094233444	-71.620954212	426.3	
T	-33.094233444	-71.620331091	431.9	
T	-33.094233444	-71.619707970	438.3	
T	-33.094233444	-71.619084848	444.1	
T	-33.094233444	-71.618461727	449.2	
T	-33.094233444	-71.617838606	452.3	
T	-33.094233444	-71.617215485	452.7	
T	-33.094233444	-71.616592364	450.2	
T	-33.094233444	-71.615969242	447.2	
T	-33.094233444	-71.615346121	448.2	
T	-33.094233444	-71.614723000	446.3	
T	-33.094233444	-71.614099879	440.0	
T	-33.094233444	-71.613476758	438.0	
T	-33.094233444	-71.612853636	443.4	
T	-33.094233444	-71.612230515	447.7	
T	-33.094233444	-71.611607394	447.7	
T	-33.094233444	-71.610984273	447.5	
T	-33.094233444	-71.610361152	444.9	
T	-33.094233444	-71.609738030	439.0	
T	-33.094233444	-71.609114909	430.6	
T	-33.094233444	-71.608491788	432.6	
T	-33.094233444	-71.607868667	430.2	
T	-33.094233444	-71.607245546	426.5	
T	-33.094233444	-71.606622424	423.5	
T	-33.094233444	-71.605999303	426.8	
T	-33.094233444	-71.605376182	425.4	
T	-33.094233444	-71.604753061	424.0	
T	-33.094233444	-71.604129939	425.4	
T	-33.094233444	-71.603506818	429.5	
T	-33.094233444	-71.602883697	433.6	
T	-33.094233444	-71.602260576	437.2	
T	-33.094233444	-71.601637454	439.8	
T	-33.094233444	-71.601014333	440.0	
T	-33.094233444	-71.600391212	443.8	
T	-33.094233444	-71.599768091	448.9	
T	-33.094233444	-71.599144970	453.8	
T	-33.094233444	-71.598521848	455.3	
T	-33.094233444	-71.597898727	457.4	
T	-33.094233444	-71.597275606	458.3	
T	-33.094233444	-71.596652485	457.0	
T	-33.094233444	-71.596029364	456.4	
T	-33.094233444	-71.595406242	456.8	
T	-33.094233444	-71.594783121	457.8	
T	-33.094233444	-71.594160000	459.3	
T	-33.094772030	-71.655849000	238.3	
T	-33.094772030	-71.655225879	241.5	
T	-33.094772030	-71.654602758	248.7	
T	-33.094772030	-71.653979636	257.3	
T	-33.094772030	-71.653356515	264.5	
T	-33.094772030	-71.652733394	270.9	
T	-33.094772030	-71.652110273	276.5	
T	-33.094772030	-71.651487152	281.5	
T	-33.094772030	-71.650864030	286.4	
T	-33.094772030	-71.650240909	290.3	
T	-33.094772030	-71.649617788	293.3	
T	-33.094772030	-71.648994667	297.5	
T	-33.094772030	-71.648371545	305.9	
T	-33.094772030	-71.647748424	313.3	
T	-33.094772030	-71.647125303	320.1	
